,dataset,join,operator,time_baseline,time_amalur,complexity_baseline,complexity_amalur,TR,FR
210,walmart,outer,Left multiply T,0.00560913880666097,0.0004915634791056316,5058470.0,440425.0,219.9113197704747,2440.0
211,walmart,outer,Row summation T,0.01637876033782959,0.010398681958516438,5058470.0,440425.0,219.9113197704747,2440.0
212,walmart,outer,Column summation T,0.011480387051900227,0.010369404157002767,5058470.0,440425.0,219.9113197704747,2440.0
213,walmart,outer,LMM T,0.00630648930867513,0.028016463915507,10341108400.0,10294927950.0,219.9113197704747,2440.0
214,walmart,outer,RMM T,0.06569623152414958,0.03115128676096598,3909711846900.0,1970964113150.0,219.9113197704747,2440.0
215,walmart,outer,Linear Regression,1.7485564788182577,1.7771954218546548,2068221680.0,2063664987.0,219.9113197704747,2440.0
216,yelp,inner,Left multiply,0.012908665339152019,0.0004850149154663086,8635160.0,687766.0,0.2629179677706106,3.7502135656928073
217,yelp,inner,Row summation,0.006141956647237142,0.0022034486134847003,8635160.0,687766.0,0.2629179677706106,3.7502135656928073
218,yelp,inner,Column summation,0.02675336996714274,0.0050187269846598305,8635160.0,687766.0,0.2629179677706106,3.7502135656928073
219,yelp,inner,Materialization,,0.14032692909240724,,,,
220,yelp,inner,LMM,0.034462777773539226,0.009425004323323568,120128028340.0,30817050140.0,0.2629179677706106,3.7502135656928073
221,yelp,inner,RMM,0.005648040771484375,0.014594101905822754,511086979320.0,69164188556.0,0.2629179677706106,3.7502135656928073
222,yelp,inner,Left multiply T,0.014466190338134765,0.0003847678502400716,8635160.0,687766.0,0.2629179677706106,3.7502135656928073
223,yelp,inner,Row summation T,0.02680992285410563,0.005069303512573242,8635160.0,687766.0,0.2629179677706106,3.7502135656928073
224,yelp,inner,Column summation T,0.006468423207600911,0.005056945482889811,8635160.0,687766.0,0.2629179677706106,3.7502135656928073
225,yelp,inner,LMM T,0.006402325630187988,0.026009281476338703,120128028340.0,120048554400.0,0.2629179677706106,3.7502135656928073
226,yelp,inner,RMM T,0.10452560583750407,0.020330381393432618,2330187132050.0,268088472634.0,0.2629179677706106,3.7502135656928073
227,yelp,inner,Linear Regression,2.6721503178278607,1.1881293455759685,24025605668.0,15086560454.0,0.2629179677706106,3.7502135656928073
228,yelp,left,Left multiply,0.013152496019999186,0.00041318734486897786,8635160.0,687766.0,0.2629179677706106,3.7502135656928073
229,yelp,left,Row summation,0.0061672449111938475,0.0021382888158162435,8635160.0,687766.0,0.2629179677706106,3.7502135656928073
230,yelp,left,Column summation,0.026729750633239745,0.005005168914794922,8635160.0,687766.0,0.2629179677706106,3.7502135656928073
231,yelp,left,Materialization,,0.14392757415771484,,,,
232,yelp,left,LMM,0.03468751907348633,0.00951390266418457,120128028340.0,30817050140.0,0.2629179677706106,3.7502135656928073
233,yelp,left,RMM,0.005657577514648437,0.013936138153076172,511086979320.0,69164188556.0,0.2629179677706106,3.7502135656928073
234,yelp,left,Left multiply T,0.013611904780069987,0.0004561265309651693,8635160.0,687766.0,0.2629179677706106,3.7502135656928073
235,yelp,left,Row summation T,0.02679610252380371,0.005071258544921875,8635160.0,687766.0,0.2629179677706106,3.7502135656928073
236,yelp,left,Column summation T,0.006222812334696451,0.005060307184855143,8635160.0,687766.0,0.2629179677706106,3.7502135656928073
237,yelp,left,LMM T,0.0063100417455037435,0.024863282839457195,120128028340.0,120048554400.0,0.2629179677706106,3.7502135656928073
238,yelp,left,RMM T,0.10486198266347249,0.021980937321980795,2330187132050.0,268088472634.0,0.2629179677706106,3.7502135656928073
239,yelp,left,Linear Regression,2.6693629662195844,1.2091510852177938,24025605668.0,15086560454.0,0.2629179677706106,3.7502135656928073
