,dataset,join,operator,time_baseline,time_amalur,complexity_baseline,complexity_amalur,TR,FR,num_cores
0,book,inner,Left multiply,0.003751039505004883,0.0010559558868408203,2024960.0,333488.0,0.5578323861362363,1.91424594961102,64
1,book,inner,Row summation,0.005632162094116211,0.0033524036407470703,2024960.0,333488.0,0.5578323861362363,1.91424594961102,64
2,book,inner,Column summation,0.007122516632080078,0.0046956539154052734,2024960.0,333488.0,0.5578323861362363,1.91424594961102,64
3,book,inner,Materialization,,0.042417049407958984,,,,,64
4,book,inner,LMM,0.0801706314086914,0.028254270553588867,206725635200.0,63576347120.0,0.5578323861362363,1.91424594961102,64
5,book,inner,RMM,0.010230302810668945,0.011448144912719727,232052764170.0,93922086234.0,0.5578323861362363,1.91424594961102,64
6,book,inner,Left multiply T,0.0024759769439697266,0.0007703304290771484,2024960.0,333488.0,0.5578323861362363,1.91424594961102,64
7,book,inner,Row summation T,0.007107257843017578,0.0052340030670166016,2024960.0,333488.0,0.5578323861362363,1.91424594961102,64
8,book,inner,Column summation T,0.012736082077026367,0.004638195037841797,2024960.0,333488.0,0.5578323861362363,1.91424594961102,64
9,book,inner,LMM T,0.01203775405883789,0.03236222267150879,206725635200.0,206708720480.0,0.5578323861362363,1.91424594961102,64
10,book,inner,RMM T,0.033338308334350586,0.01738905906677246,1153255219200.0,281461340160.0,0.5578323861362363,1.91424594961102,64
11,book,inner,Linear Regression,1.0403380393981934,1.2221779823303223,41345127040.0,27028506760.0,0.5578323861362363,1.91424594961102,64
12,book,left,Left multiply,0.0019199848175048828,0.0015506744384765625,2024960.0,333488.0,0.5578323861362363,1.91424594961102,64
13,book,left,Row summation,0.008918523788452148,0.0045278072357177734,2024960.0,333488.0,0.5578323861362363,1.91424594961102,64
14,book,left,Column summation,0.007472991943359375,0.004930257797241211,2024960.0,333488.0,0.5578323861362363,1.91424594961102,64
15,book,left,Materialization,,0.039391279220581055,,,,,64
16,book,left,LMM,0.0220034122467041,0.017157554626464844,206725635200.0,63576347120.0,0.5578323861362363,1.91424594961102,64
17,book,left,RMM,0.007500886917114258,0.028278827667236328,232052764170.0,93922086234.0,0.5578323861362363,1.91424594961102,64
18,book,left,Left multiply T,0.002245187759399414,0.0013186931610107422,2024960.0,333488.0,0.5578323861362363,1.91424594961102,64
19,book,left,Row summation T,0.007380008697509766,0.00496363639831543,2024960.0,333488.0,0.5578323861362363,1.91424594961102,64
20,book,left,Column summation T,0.007194042205810547,0.004927635192871094,2024960.0,333488.0,0.5578323861362363,1.91424594961102,64
21,book,left,LMM T,0.008290767669677734,0.019006013870239258,206725635200.0,206708720480.0,0.5578323861362363,1.91424594961102,64
22,book,left,RMM T,0.03223252296447754,0.014599084854125977,1153255219200.0,281461340160.0,0.5578323861362363,1.91424594961102,64
23,book,left,Linear Regression,1.007788896560669,1.053344488143921,41345127040.0,27028506760.0,0.5578323861362363,1.91424594961102,64
